time,ETHUSDT,BTCUSDT,SOMIUSDT,SOLUSDT,DOGEUSDT,BNBUSDT,XRPUSDT,AVNTUSDT,PUMPUSDT,SUIUSDT,AVAXUSDT,WLFIUSDT,PEPEUSDT,TSTUSDT,TRXUSDT,ENAUSDT,WLDUSDT,ZKCUSDT,ADAUSDT,LINEAUSDT,LINKUSDT,PENGUUSDT,LTCUSDT,MITOUSDT,OPENUSDT,AAVEUSDT,WIFUSDT,ARBUSDT,MUBARAKUSDT,UNIUSDT,BONKUSDT,DOTUSDT,RAREUSDT,NEARUSDT,SEIUSDT,XLMUSDT,FILUSDT,IMXUSDT,PROMUSDT,OGUSDT,PAXGUSDT,HOLOUSDT,ETHFIUSDT,HBARUSDT,HIFIUSDT,CRVUSDT,ONDOUSDT,EIGENUSDT,FORMUSDT,CAKEUSDT
2025-09-16 07:40 CT,-0.006113,0.000396,0.184012,-0.001953,-0.008397,0.007431,0.016169,-0.115655,-0.032761,0.020896,0.031208,-0.016735,0.000000,-0.029101,0.000000,0.008460,0.024000,-0.074704,0.010564,-0.071900,0.005539,0.014342,0.012852,0.084064,-0.032078,-0.006500,0.010169,0.003871,0.010221,0.011564,-0.002994,0.014451,0.020484,0.029525,0.013003,0.031209,0.013727,0.082822,0.098961,0.183031,0.002739,-0.008640,0.027739,0.010432,-0.192574,-0.017043,0.016831,0.014314,-0.005573,0.004493
2025-09-16 07:45 CT,-0.006223,0.000243,0.194174,-0.003014,-0.009144,0.007452,0.015667,-0.142564,-0.039842,0.022718,0.028494,-0.014925,0.000928,-0.031284,-0.000579,0.007600,0.020000,-0.080676,0.010100,-0.074679,0.004261,0.013701,0.012941,0.075299,-0.032543,-0.006365,0.009040,0.003464,0.009561,0.012437,-0.003849,0.013487,0.029795,0.027991,0.012686,0.026713,0.012895,0.078221,0.101188,0.191260,0.002698,-0.011436,0.024965,0.008899,-0.188798,-0.020019,0.016831,0.013663,-0.007119,0.003676
2025-09-16 07:50 CT,-0.006426,0.000434,0.200186,-0.003226,-0.007912,0.008028,0.016571,-0.129021,-0.033001,0.024796,0.029851,-0.013569,0.002783,-0.030557,-0.000289,0.008460,0.022667,-0.083042,0.010680,-0.078847,0.004261,0.014586,0.013296,0.077689,-0.027197,-0.006365,0.009040,0.003667,0.009232,0.012001,-0.003422,0.013247,0.035382,0.028758,0.013638,0.026713,0.012063,0.076687,0.101930,0.185301,0.003232,-0.014231,0.022885,0.009197,-0.192574,-0.019343,0.017027,0.013012,-0.006931,0.003676
2025-09-16 07:55 CT,-0.006550,0.000503,0.211110,-0.001316,-0.006494,0.008680,0.016905,-0.108260,-0.031921,0.024910,0.034261,-0.010403,0.003711,-0.029101,0.000289,0.009034,0.027333,-0.080901,0.011261,-0.079889,0.003409,0.016844,0.013030,0.082072,-0.023826,-0.005927,0.011299,0.003464,0.011210,0.012546,-0.000855,0.013487,0.055866,0.029525,0.014272,0.028564,0.012895,0.072086,0.104476,0.183669,0.002875,-0.011690,0.023578,0.009665,-0.200126,-0.018666,0.016734,0.014964,-0.007868,0.004493
2025-09-16 08:00 CT,-0.005581,0.000715,0.194089,-0.000849,-0.005486,0.009115,0.018613,-0.093647,-0.034201,0.026476,0.035278,-0.008593,0.005566,-0.028010,0.000868,0.013765,0.042667,-0.078085,0.013002,-0.079542,0.004261,0.022092,0.014802,0.076096,-0.016388,-0.004715,0.013559,0.005297,0.015167,0.014183,0.001283,0.015414,0.115456,0.033742,0.016809,0.030944,0.014559,0.072086,0.111476,0.182250,0.002498,-0.012452,0.030513,0.010602,-0.206419,-0.015420,0.019571,0.017567,-0.008290,0.005310
2025-09-16 08:05 CT,-0.005031,0.000696,0.176052,-0.001740,-0.007203,0.009288,0.017039,-0.078321,-0.025441,0.025707,0.034261,-0.009046,0.004638,-0.026191,0.001446,0.010898,0.042000,-0.081577,0.011841,-0.083710,0.003409,0.021970,0.014093,0.074502,-0.013715,-0.004243,0.011299,0.004686,0.013848,0.013965,0.001711,0.016137,0.175047,0.039110,0.015541,0.028828,0.014143,0.069018,0.116780,0.184662,0.002083,-0.011182,0.025659,0.009495,-0.201385,-0.017043,0.016831,0.015615,-0.012364,0.005719
2025-09-16 08:10 CT,-0.006539,0.000085,0.171225,-0.003566,-0.009368,0.008604,0.016403,-0.094716,-0.027961,0.024426,0.029512,-0.008141,0.003711,-0.028010,0.001157,0.008747,0.028667,-0.088113,0.010796,-0.089267,0.001704,0.019834,0.013384,0.076096,-0.018247,-0.005153,0.011299,0.003056,0.014507,0.012546,0.000000,0.016137,0.223464,0.040261,0.014589,0.029093,0.015391,0.073620,0.115189,0.168133,0.001937,-0.011182,0.022885,0.008771,-0.209566,-0.018396,0.016049,0.009759,-0.012645,0.004902
2025-09-16 08:15 CT,-0.006058,0.000336,0.179016,-0.001528,-0.006867,0.009810,0.018144,-0.097033,-0.025201,0.028554,0.033582,-0.006332,0.005566,-0.023645,0.001157,0.013192,0.042000,-0.080113,0.013234,-0.089962,0.003835,0.028195,0.014802,0.074900,-0.013250,-0.002829,0.018079,0.009372,0.019782,0.016910,0.002994,0.019990,0.217877,0.042945,0.018395,0.033589,0.018719,0.085890,0.124204,0.177213,0.001726,-0.007370,0.029820,0.012305,-0.198867,-0.014067,0.021920,0.016265,-0.009976,0.006536
2025-09-16 08:20 CT,-0.005234,0.001364,0.194597,-0.000934,-0.005300,0.009929,0.020019,-0.106389,-0.024121,0.030803,0.033582,-0.006784,0.008349,-0.020371,0.001736,0.014052,0.053333,-0.085408,0.016369,-0.088920,0.005965,0.027340,0.015955,0.078486,-0.015342,-0.000808,0.019209,0.010799,0.020772,0.018656,0.008554,0.022158,0.204842,0.046012,0.020932,0.033853,0.019967,0.084356,0.132372,0.180619,0.002826,-0.008132,0.029820,0.014945,-0.193833,-0.012174,0.023584,0.022121,-0.007306,0.007353
2025-09-16 08:25 CT,-0.004632,0.000680,0.162418,-0.000170,-0.004852,0.010635,0.019182,-0.103894,-0.021601,0.034647,0.032225,-0.007689,0.011132,-0.017461,0.002603,0.018067,0.065333,-0.090592,0.014743,-0.082320,0.005113,0.031338,0.016132,0.075299,-0.016039,-0.001347,0.020339,0.009372,0.025058,0.018329,0.010693,0.020954,0.264432,0.042561,0.020298,0.033325,0.021631,0.078221,0.132902,0.181683,0.003758,-0.002287,0.030513,0.014562,-0.188798,-0.009739,0.024073,0.026025,-0.008477,0.006944
2025-09-16 08:30 CT,-0.006168,-0.000263,0.163435,-0.002844,-0.008248,0.009484,0.017039,-0.113250,-0.027001,0.027501,0.031208,-0.011759,0.008349,-0.016733,0.001736,0.016490,0.064000,-0.100507,0.011145,-0.086488,0.002130,0.026394,0.014625,0.090040,-0.022315,-0.003705,0.015819,0.006724,0.023079,0.014837,0.007699,0.017341,0.242086,0.039494,0.017761,0.028828,0.020799,0.064417,0.130356,0.183669,0.003620,0.004066,0.026352,0.012859,-0.193833,-0.013391,0.021039,0.023422,-0.009414,0.003676
2025-09-16 08:35 CT,-0.010840,-0.001873,0.158354,-0.005985,-0.013063,0.007637,0.014395,-0.118685,-0.032041,0.023515,0.028494,-0.017187,0.002783,-0.022554,0.000000,0.010611,0.054000,-0.105127,0.008358,-0.088920,-0.002130,0.024136,0.013473,0.078884,-0.023826,-0.008521,0.009040,0.002037,0.017145,0.010364,0.001283,0.013247,0.273743,0.037960,0.013638,0.025919,0.016639,0.059816,0.127811,0.179129,0.004424,-0.010673,0.021498,0.008984,-0.201385,-0.017178,0.016440,0.009759,-0.008805,0.000817
2025-09-16 08:40 CT,-0.016427,-0.002565,0.158269,-0.009424,-0.016422,0.008235,0.011382,-0.118418,-0.039242,0.021409,0.027476,-0.015830,-0.000928,-0.024736,-0.001157,0.006739,0.050000,-0.102085,0.005688,-0.089267,-0.002983,0.020200,0.014182,0.076892,-0.028475,-0.010743,0.005650,-0.000815,0.015167,0.008619,-0.007271,0.012042,0.277467,0.036426,0.011735,0.024332,0.014559,0.058282,0.128765,0.181541,0.003563,-0.010673,0.018031,0.007409,-0.206419,-0.019072,0.014091,0.003904,-0.009460,0.000817
2025-09-16 08:45 CT,-0.018580,-0.003875,0.177915,-0.014051,-0.026610,0.003900,0.007130,-0.126615,-0.049802,0.015430,0.024084,-0.024876,-0.006494,-0.025828,-0.003182,0.006166,0.044667,-0.113465,0.001045,-0.091699,-0.005539,0.009154,0.009484,0.079283,-0.031962,-0.018826,0.003390,-0.005094,0.009891,0.004146,-0.009410,0.006744,0.208566,0.032209,0.007612,0.020365,0.010399,0.052147,0.142448,0.179271,0.004508,-0.020584,0.013870,0.002214,-0.204531,-0.022724,0.006263,-0.002602,-0.010069,-0.000817
2025-09-16 08:50 CT,-0.017595,-0.003720,0.182403,-0.013924,-0.028141,0.005421,0.010478,-0.122694,-0.044522,0.028184,0.023745,-0.024423,-0.004638,-0.027646,-0.003182,0.005019,0.040667,-0.102423,0.002090,-0.100382,-0.004687,0.009703,0.009484,0.078884,-0.033589,-0.018994,0.003390,-0.004686,0.007913,0.006000,-0.008982,0.006985,0.191806,0.031442,0.006660,0.022745,0.010815,0.056748,0.143827,0.194381,0.004587,-0.016518,0.013870,0.001788,-0.202643,-0.024212,0.007241,-0.005856,-0.011755,-0.002042
2025-09-16 08:55 CT,-0.012392,-0.001571,0.189093,-0.010528,-0.021833,0.007279,0.012554,-0.124744,-0.044522,0.039429,0.027476,-0.021710,0.002783,-0.023281,-0.001157,0.009464,0.040000,-0.096451,0.006385,-0.103161,0.000426,0.017820,0.015068,0.083267,-0.031729,-0.015761,0.010169,0.002241,0.015826,0.008510,-0.002994,0.012283,0.193669,0.036426,0.013955,0.027506,0.016639,0.067485,0.151888,0.215451,0.004099,-0.010165,0.024272,0.007153,-0.200755,-0.018261,0.012819,0.003253,-0.010069,0.001225
2025-09-16 09:00 CT,-0.015169,-0.001120,0.180456,-0.013032,-0.024968,0.007170,0.011047,-0.123585,-0.046322,0.033764,0.021370,-0.022162,0.000000,-0.026919,-0.002314,0.003872,0.034000,-0.092282,0.004063,-0.113234,-0.002983,0.011687,0.011523,0.096414,-0.034635,-0.016233,0.007910,-0.001426,0.019782,0.004473,-0.006416,0.010356,0.219739,0.032592,0.011735,0.025655,0.014559,0.061350,0.162601,0.206016,0.004132,-0.011436,0.018031,0.003534,-0.211454,-0.020831,0.008905,-0.000651,-0.009648,-0.000408
2025-09-16 09:05 CT,-0.018593,-0.003426,0.196630,-0.015282,-0.031313,0.004823,0.008637,-0.127684,-0.051602,0.027928,0.016621,-0.026232,-0.004638,-0.025828,-0.004050,0.001004,0.026000,-0.106366,-0.000464,-0.133727,-0.007243,0.005798,0.008066,0.125100,-0.041957,-0.018354,0.003390,-0.007335,0.012859,0.001964,-0.011548,0.006021,0.173184,0.027607,0.006026,0.021158,0.010399,0.059816,0.139372,0.189557,0.004343,-0.014740,0.011096,0.000255,-0.213342,-0.025971,0.004012,-0.009759,-0.009320,-0.003676
2025-09-16 09:10 CT,-0.020935,-0.003349,0.194428,-0.015791,-0.034597,0.004508,0.008269,-0.133476,-0.053762,0.024768,0.013229,-0.027589,-0.006494,-0.026555,-0.005785,-0.000430,0.020000,-0.104225,-0.002322,-0.135464,-0.011078,0.001770,0.007091,0.117530,-0.042190,-0.019264,-0.001130,-0.010391,0.008243,-0.000655,-0.012831,0.003613,0.202980,0.025690,0.002854,0.019836,0.006656,0.056748,0.156343,0.198993,0.005223,-0.018806,0.008322,-0.002172,-0.212083,-0.029217,0.001370,-0.014964,-0.013395,-0.004085
2025-09-16 09:15 CT,-0.021906,-0.003296,0.201965,-0.015240,-0.033366,0.004226,0.007633,-0.137040,-0.051962,0.020668,0.008480,-0.028042,-0.003711,-0.025828,-0.006653,-0.004445,0.009333,-0.101296,-0.002902,-0.141021,-0.014061,0.000183,0.004520,0.092032,-0.043236,-0.022059,0.000000,-0.011817,0.008243,-0.005237,-0.014970,0.001686,0.219739,0.022239,0.001903,0.016133,0.004576,0.053681,0.167480,0.198425,0.005830,-0.020839,0.004854,-0.005322,-0.220894,-0.031246,0.000489,-0.018217,-0.016251,-0.004902
2025-09-16 09:20 CT,-0.019240,-0.001980,0.203320,-0.013372,-0.030081,0.005736,0.011215,-0.127773,-0.047762,0.023800,0.013569,-0.023066,0.000000,-0.024372,-0.006075,-0.002007,0.018000,-0.098592,0.000580,-0.138242,-0.010652,0.005340,0.009484,0.063745,-0.043701,-0.020510,0.003390,-0.007539,0.014837,-0.001091,-0.010693,0.006262,0.208566,0.028374,0.005392,0.019572,0.008735,0.059816,0.210861,0.202327,0.005318,-0.020839,0.011096,-0.001150,-0.219635,-0.026512,0.005480,-0.016265,-0.015315,-0.003268
2025-09-16 09:25 CT,-0.019951,-0.003270,0.191041,-0.012905,-0.028924,0.005714,0.011315,-0.127595,-0.050522,0.022348,0.013569,-0.020805,-0.000928,-0.025828,-0.006075,-0.000143,0.024667,-0.090141,0.001045,-0.133032,-0.009374,0.005462,0.009839,0.073307,-0.040795,-0.020308,0.004520,-0.007539,0.014507,-0.000873,-0.011976,0.005539,0.221601,0.027991,0.005392,0.019836,0.007903,0.052147,0.201421,0.193175,0.003506,-0.018806,0.009709,-0.002129,-0.213971,-0.025835,0.004599,-0.014314,-0.015268,-0.003268
2025-09-16 09:30 CT,-0.020697,-0.003270,0.189093,-0.014136,-0.029410,0.005171,0.009842,-0.139891,-0.049202,0.023117,0.011194,-0.023519,-0.002783,-0.027283,-0.006653,-0.002294,0.014667,-0.091380,-0.000116,-0.134422,-0.009374,0.003845,0.008509,0.075697,-0.037657,-0.024518,0.002260,-0.008150,0.013848,-0.002073,-0.013687,0.004094,0.258845,0.026840,0.004440,0.018778,0.008735,0.050613,0.238333,0.198354,0.002964,-0.020839,0.006935,-0.002768,-0.219635,-0.026376,0.002740,-0.016916,-0.017188,-0.004493
2025-09-16 09:35 CT,-0.020836,-0.003498,0.183250,-0.012098,-0.029335,0.004454,0.009708,-0.139980,-0.047882,0.019672,0.009837,-0.023971,-0.003711,-0.027646,-0.006653,-0.001291,0.016000,-0.092732,-0.000232,-0.132685,-0.011504,0.003997,0.008332,0.085259,-0.033124,-0.024450,0.003390,-0.008557,0.013518,-0.002727,-0.013687,0.003613,0.232775,0.026457,0.004757,0.018778,0.009151,0.047546,0.247030,0.191969,0.004229,-0.023380,0.007628,-0.002214,-0.213971,-0.023942,0.002936,-0.017567,-0.052033,-0.004902
2025-09-16 09:40 CT,-0.019763,-0.002971,0.198323,-0.010315,-0.026648,0.005095,0.010779,-0.136149,-0.047522,0.019387,0.010176,-0.021257,0.002783,-0.026191,-0.006364,0.004302,0.018000,-0.091042,0.001857,-0.128864,-0.009374,0.009032,0.008686,0.090040,-0.031846,-0.021857,0.006780,-0.006316,0.017145,0.001418,-0.009410,0.006744,0.260708,0.026840,0.007295,0.020629,0.012063,0.049080,0.202482,0.193743,0.002942,-0.023126,0.013176,0.000724,-0.214600,-0.020831,0.005578,-0.010410,-0.045148,-0.003676
2025-09-16 09:45 CT,-0.018412,-0.001478,0.252435,-0.007768,-0.023363,0.006518,0.012554,-0.130625,-0.047042,0.023003,0.010176,-0.018544,0.003711,-0.024372,-0.005496,0.003872,0.016000,-0.092732,0.003483,-0.120875,-0.007243,0.012206,0.010459,0.104382,-0.030451,-0.018354,0.010169,-0.002649,0.019782,0.002946,-0.006843,0.007466,0.208566,0.030675,0.006343,0.023010,0.012895,0.049080,0.236954,0.204597,0.002858,-0.016264,0.013870,0.003193,-0.207678,-0.018261,0.007339,-0.007807,-0.039434,-0.001225
2025-09-16 09:50 CT,-0.017544,-0.000996,0.292573,-0.006495,-0.022206,0.007355,0.014227,-0.127862,-0.040202,0.023231,0.015604,-0.016282,0.004638,-0.021099,-0.006075,0.005736,0.022000,-0.092507,0.004528,-0.119486,-0.004687,0.015135,0.011523,0.098406,-0.022083,-0.016502,0.012429,-0.000611,0.022090,0.005128,-0.003849,0.007707,0.199255,0.032209,0.008880,0.025390,0.014975,0.049080,0.239075,0.210840,0.002582,-0.014231,0.024965,0.005024,-0.198238,-0.016773,0.010373,0.003904,-0.041729,-0.000408
2025-09-16 09:55 CT,-0.018323,-0.000732,0.302227,-0.006070,-0.022766,0.007137,0.013859,-0.125813,-0.036841,0.023629,0.014247,-0.013569,0.002783,-0.017097,-0.006075,0.004588,0.019333,-0.092394,0.004063,-0.117055,-0.004687,0.016844,0.015246,0.167729,-0.013366,-0.016132,0.013559,-0.001019,0.023079,0.004691,-0.003849,0.007466,0.201117,0.031058,0.007295,0.025390,0.015391,0.052147,0.230378,0.209492,0.002021,-0.013723,0.027046,0.005493,-0.195721,-0.017719,0.010569,0.005856,-0.041401,-0.000408
2025-09-16 10:00 CT,-0.021355,-0.002750,0.274536,-0.009551,-0.028477,0.005193,0.011516,-0.130001,-0.040562,0.019644,0.009498,-0.017187,-0.001855,-0.017825,-0.008100,0.001864,0.012000,-0.103324,0.000232,-0.120875,-0.009374,0.009154,0.011789,0.156972,-0.000697,-0.021520,0.009040,-0.006316,0.017474,-0.000327,-0.007699,0.003372,0.188082,0.024923,0.003172,0.018514,0.010815,0.046012,0.238545,0.208783,0.002070,-0.010673,0.021498,0.000426,-0.191945,-0.022183,0.005871,0.003904,-0.046319,-0.005310
2025-09-16 10:05 CT,-0.019964,-0.002460,0.294182,-0.006495,-0.026163,0.007094,0.013290,-0.132139,-0.032761,0.021152,0.012890,-0.016282,0.000928,-0.015278,-0.008100,0.004732,0.018000,-0.105690,0.002902,-0.117402,-0.006391,0.013396,0.015600,0.131873,-0.004417,-0.019500,0.011299,-0.003056,0.023079,0.002509,-0.004705,0.006021,0.184358,0.027991,0.006343,0.020101,0.012895,0.050613,0.238227,0.206229,0.000555,-0.007878,0.025659,0.002384,-0.182505,-0.020289,0.008807,0.008458,-0.051845,-0.002451
2025-09-16 10:10 CT,-0.021101,-0.002940,0.287069,-0.004670,-0.026573,0.007224,0.011951,-0.130714,-0.031441,0.017622,0.010855,-0.014925,0.000928,-0.016370,-0.008678,0.004158,0.014000,-0.109746,0.002322,-0.116013,-0.007243,0.011473,0.014005,0.142629,-0.005927,-0.020005,0.011299,-0.003871,0.022750,0.001636,-0.005560,0.005058,0.199255,0.027991,0.006660,0.017985,0.012895,0.049080,0.237590,0.209350,0.001390,-0.007116,0.027046,0.000511,-0.184393,-0.020425,0.007535,0.011711,-0.051798,-0.002859
2025-09-16 10:15 CT,-0.018853,-0.002362,0.310695,-0.002632,-0.019071,0.009571,0.013893,-0.129110,-0.033841,0.019814,0.012890,-0.012212,0.004638,-0.012004,-0.008389,0.009177,0.018000,-0.109634,0.004876,-0.112886,-0.005113,0.017973,0.016575,0.132669,-0.007555,-0.017479,0.015819,0.001019,0.030333,0.004800,-0.002139,0.007707,0.188082,0.031825,0.012052,0.021687,0.015807,0.050613,0.234408,0.213465,0.001994,-0.001525,0.033287,0.003704,-0.190057,-0.016773,0.011449,0.014964,-0.058777,-0.000817
2025-09-16 10:20 CT,-0.018118,-0.002490,0.245321,-0.001443,-0.011271,0.010864,0.014529,-0.130714,-0.030721,0.022263,0.013229,-0.013116,0.008349,-0.014915,-0.008389,0.011758,0.020667,-0.107380,0.006617,-0.116013,-0.004261,0.023435,0.016398,0.118327,-0.004068,-0.015829,0.019209,0.002852,0.032971,0.005346,0.002139,0.010597,0.191806,0.032975,0.012369,0.021952,0.018719,0.052147,0.233454,0.215877,0.001539,-0.003304,0.038141,0.006259,-0.200126,-0.015014,0.012330,0.022121,-0.059058,0.001225
2025-09-16 10:25 CT,-0.018394,-0.002290,0.244644,-0.003269,-0.012242,0.011016,0.014897,-0.133743,-0.033481,0.021636,0.014247,-0.013116,0.005566,-0.013823,-0.008678,0.012905,0.018000,-0.107380,0.006849,-0.118097,-0.005539,0.025082,0.017550,0.110757,-0.003603,-0.016906,0.019209,0.002241,0.030992,0.004800,0.004277,0.012042,0.201117,0.032975,0.011101,0.021952,0.017471,0.050613,0.293275,0.221694,0.000669,-0.007624,0.036755,0.005322,-0.214600,-0.015826,0.010079,0.022121,-0.075731,0.001225
2025-09-16 10:30 CT,-0.018392,-0.001596,0.250402,-0.003396,-0.014369,0.011939,0.014495,-0.124209,-0.029881,0.022974,0.013908,-0.013116,0.005566,-0.010913,-0.015042,0.015056,0.018000,-0.104451,0.007081,-0.118791,-0.006817,0.026608,0.015777,0.105976,0.005579,-0.017344,0.021469,0.002241,0.034619,0.004255,0.004277,0.011561,0.189944,0.032975,0.012369,0.023274,0.018719,0.055215,0.285002,0.210982,0.000488,-0.004828,0.038835,0.004726,-0.222152,-0.015691,0.007829,0.026675,-0.064678,0.001225
2025-09-16 10:35 CT,-0.017076,-0.001014,0.247184,-0.000891,-0.013473,0.011896,0.014930,-0.130001,-0.024841,0.024341,0.015604,-0.011307,0.007421,-0.011641,-0.014753,0.016490,0.018000,-0.099606,0.007430,-0.117055,-0.006391,0.030331,0.016309,0.118725,0.005695,-0.014852,0.024859,0.004075,0.035938,0.005673,0.007271,0.014692,0.189944,0.035660,0.012686,0.023010,0.019135,0.055215,0.278744,0.213465,0.000051,-0.004066,0.042996,0.005578,-0.233480,-0.012444,0.008807,0.031230,-0.068752,0.001225
2025-09-16 10:40 CT,-0.017317,-0.000271,0.230417,0.002589,-0.012018,0.013677,0.014997,-0.134189,-0.028201,0.024512,0.017639,-0.010855,0.008349,-0.013459,-0.015331,0.017207,0.017333,-0.107155,0.008358,-0.117055,-0.006817,0.032955,0.017639,0.111554,0.014179,-0.014886,0.024859,0.004890,0.034619,0.006110,0.007699,0.013728,0.191806,0.035660,0.014272,0.023539,0.019135,0.056748,0.264849,0.219353,-0.000054,-0.005083,0.045770,0.003917,-0.278792,-0.013391,0.007926,0.029278,-0.070111,0.002042
2025-09-16 10:45 CT,-0.017436,0.000733,0.244729,0.003354,-0.011346,0.013775,0.015499,-0.138198,-0.027121,0.023942,0.014586,-0.008593,0.008349,-0.014915,-0.015042,0.015343,0.016667,-0.127324,0.007314,-0.124001,-0.005539,0.029080,0.017816,0.124701,0.011971,-0.017344,0.023729,0.004075,0.034949,0.004037,0.007271,0.015173,0.178771,0.035276,0.012686,0.021423,0.018719,0.053681,0.223059,0.213465,0.000983,-0.011944,0.042302,0.003960,-0.287602,-0.014608,0.005676,0.026025,-0.076246,0.000817
2025-09-16 10:50 CT,-0.015584,0.000951,0.217461,0.004712,-0.008211,0.017371,0.016772,-0.132407,-0.022801,0.025337,0.018657,-0.007689,0.009276,-0.014187,-0.014463,0.015343,0.012667,-0.132282,0.008242,-0.118097,-0.002983,0.029476,0.018436,0.125896,0.006741,-0.014751,0.024859,0.004075,0.035938,0.004909,0.006843,0.014933,0.182495,0.034893,0.013955,0.021952,0.020383,0.052147,0.231226,0.215238,0.001376,-0.007878,0.043689,0.005067,-0.292008,-0.014608,0.007144,0.026675,-0.069221,0.002859
2025-09-16 10:55 CT,-0.013579,0.004547,0.187061,0.009424,-0.006307,0.018609,0.017441,-0.132228,-0.019321,0.029779,0.022049,-0.004975,0.011132,-0.011277,-0.013596,0.021652,0.020667,-0.136563,0.010564,-0.116360,-0.000852,0.039180,0.019677,0.098406,0.009647,-0.011585,0.028249,0.008557,0.038576,0.007528,0.014542,0.018304,0.195531,0.040261,0.019029,0.024861,0.024126,0.059816,0.242363,0.223113,0.001403,-0.003812,0.056865,0.008345,-0.250472,-0.008927,0.010960,0.034483,-0.064725,0.004493
2025-09-16 11:00 CT,-0.013787,0.004156,0.174867,0.014348,-0.007352,0.017599,0.017307,-0.167870,-0.016801,0.030319,0.017639,-0.008141,0.010204,-0.010913,-0.013885,0.017637,0.016000,-0.145690,0.011377,-0.120875,-0.002556,0.037593,0.017993,0.094821,0.001860,-0.012966,0.025989,0.006927,0.036597,0.005019,0.012831,0.017100,0.184358,0.038727,0.018712,0.023803,0.023295,0.056748,0.292321,0.213252,0.001211,-0.011690,0.054092,0.007536,-0.267464,-0.010821,0.008122,0.031230,-0.065380,0.003676
2025-09-16 11:05 CT,-0.013873,0.004148,0.161572,0.010273,-0.008397,0.018023,0.016705,-0.167246,-0.014161,0.029693,0.017978,-0.007689,0.008349,-0.012004,-0.013596,0.016203,0.014000,-0.143887,0.010448,-0.125391,-0.004261,0.033992,0.016930,0.090837,0.000697,-0.012629,0.024859,0.005094,0.036268,0.004364,0.011121,0.015655,0.167598,0.038344,0.018078,0.020365,0.022879,0.052147,0.267289,0.217934,0.000986,-0.016773,0.058946,0.005535,-0.265576,-0.013391,0.007731,0.028627,-0.065052,0.003268
2025-09-16 11:10 CT,-0.015646,0.003286,0.166144,0.008830,-0.009405,0.015600,0.016738,-0.168493,-0.014761,0.029437,0.016961,-0.010855,0.007421,-0.012732,-0.011860,0.012332,0.015333,-0.155831,0.009984,-0.126780,-0.005539,0.031124,0.016752,0.113944,0.001278,-0.011248,0.024859,0.003667,0.034289,0.003600,0.008982,0.013969,0.184358,0.038344,0.015541,0.020101,0.021215,0.052147,0.263683,0.210060,0.001634,-0.018806,0.058252,0.005067,-0.269981,-0.014744,0.006752,0.037085,-0.061493,0.002451
2025-09-16 11:15 CT,-0.016217,0.003378,0.174613,0.005221,-0.011010,0.014916,0.016136,-0.170008,-0.014401,0.027216,0.017300,-0.009498,0.005566,-0.013096,-0.012149,0.013479,0.009333,-0.162817,0.008126,-0.128170,-0.006817,0.032223,0.016575,0.090438,0.021734,-0.010743,0.021469,0.002241,0.036597,0.003709,0.005988,0.013006,0.167598,0.036426,0.013003,0.019836,0.020383,0.050613,0.238757,0.208712,0.001932,-0.018551,0.055479,0.003917,-0.279421,-0.017990,0.005578,0.038386,-0.062383,0.001634
2025-09-16 11:20 CT,-0.016752,0.002873,0.163181,0.005264,-0.010450,0.014449,0.015064,-0.179453,-0.029641,0.027871,0.017300,-0.014021,0.005566,-0.008730,-0.012149,0.010467,0.006000,-0.165972,0.007662,-0.134769,-0.007243,0.031338,0.016309,0.080876,0.011855,-0.011855,0.020339,0.000204,0.032311,0.003164,0.003849,0.011320,0.147114,0.034893,0.010466,0.019836,0.019135,0.044479,0.176708,0.211691,0.001867,-0.020839,0.045076,0.002086,-0.277533,-0.020154,0.004208,0.027977,-0.066504,0.000817
2025-09-16 11:25 CT,-0.014727,0.004132,0.176730,0.007132,-0.008062,0.015796,0.016638,-0.184888,-0.028201,0.026277,0.018318,-0.013116,0.007421,-0.006548,-0.011571,0.013765,0.008667,-0.164282,0.009635,-0.133380,-0.004687,0.032802,0.018348,0.104781,0.007090,-0.009767,0.024859,0.002852,0.034619,0.004909,0.006416,0.013728,0.147114,0.036810,0.012686,0.020629,0.022047,0.047546,0.190072,0.239359,0.002176,-0.017535,0.042996,0.004769,-0.286973,-0.016637,0.006067,0.024723,-0.063741,0.001225
2025-09-16 11:30 CT,-0.014939,0.004063,0.162757,0.010103,-0.003359,0.016447,0.018445,-0.179898,-0.030361,0.027558,0.021031,-0.011759,0.009276,-0.007639,-0.011281,0.016203,0.009333,-0.157859,0.011145,-0.126085,-0.001704,0.038020,0.018436,0.117530,0.016969,-0.008689,0.029379,0.004686,0.034949,0.006219,0.008982,0.015414,0.148976,0.039110,0.013003,0.021423,0.022879,0.049080,0.209164,0.234747,0.002148,-0.017535,0.042302,0.006259,-0.279421,-0.013797,0.004501,0.029928,-0.063554,0.002042
2025-09-16 11:35 CT,-0.015665,0.003915,0.164451,0.008405,-0.007278,0.015513,0.017575,-0.177314,-0.032881,0.026391,0.018996,-0.010403,0.007421,-0.010913,-0.012149,0.012045,0.004667,-0.153577,0.009287,-0.127475,-0.003409,0.037227,0.016930,0.114741,0.014528,-0.010440,0.025989,0.002445,0.030992,0.004255,0.005560,0.013487,0.150838,0.036810,0.010783,0.020365,0.020799,0.050613,0.214255,0.227866,0.002159,-0.014231,0.038835,0.004045,-0.281309,-0.018396,0.002153,0.025374,-0.068097,0.000408
