time,ETHUSDT,BTCUSDT,SOMIUSDT,SOLUSDT,DOGEUSDT,BNBUSDT,XRPUSDT,AVNTUSDT,PUMPUSDT,SUIUSDT,AVAXUSDT,WLFIUSDT,PEPEUSDT,TSTUSDT,TRXUSDT,ENAUSDT,WLDUSDT,ZKCUSDT,ADAUSDT,LINEAUSDT,LINKUSDT,PENGUUSDT,LTCUSDT,MITOUSDT,OPENUSDT,AAVEUSDT,WIFUSDT,ARBUSDT,MUBARAKUSDT,UNIUSDT,BONKUSDT,DOTUSDT,RAREUSDT,NEARUSDT,SEIUSDT,XLMUSDT,FILUSDT,IMXUSDT,PROMUSDT,OGUSDT,PAXGUSDT,HOLOUSDT,ETHFIUSDT,HBARUSDT,HIFIUSDT,CRVUSDT,ONDOUSDT,EIGENUSDT,FORMUSDT,CAKEUSDT
2025-09-16 03:40 CT,-0.005579,0.002045,0.052672,-0.001274,-0.004367,0.009712,0.011750,0.001604,-0.012360,0.009167,0.034261,0.004523,-0.000928,-0.012004,-0.000579,0.009320,0.002000,0.007887,0.008358,-0.040986,0.004261,0.006103,0.015334,0.064143,0.004300,-0.002593,0.006780,0.008965,0.013188,0.011892,-0.006416,0.012765,0.005587,0.032209,0.008880,0.014282,0.007903,0.082822,0.053564,0.148766,0.003416,-0.017535,0.039528,0.005450,0.004405,-0.004464,0.015266,0.025374,0.008852,0.007761
2025-09-16 03:45 CT,-0.003733,0.002634,0.044119,0.001189,-0.002389,0.010722,0.017140,-0.005613,-0.017761,0.014320,0.039349,0.003618,0.003711,-0.011641,-0.000289,0.007886,0.004000,0.000563,0.011493,-0.044460,0.008095,0.008971,0.016664,0.062550,0.003603,-0.000034,0.010169,0.011206,0.015496,0.012765,-0.002994,0.015173,0.007449,0.035660,0.012369,0.019572,0.008735,0.099693,0.063640,0.119183,0.003492,-0.015756,0.047157,0.009197,0.012587,-0.001894,0.020550,0.028627,0.006791,0.009395
2025-09-16 03:50 CT,-0.004382,0.002502,0.043103,0.002292,-0.002426,0.010320,0.018077,-0.008376,-0.015961,0.014775,0.037992,-0.001357,0.003711,-0.011641,0.000000,0.008030,0.003333,0.004056,0.011377,-0.042723,0.007243,0.009246,0.014802,0.066534,0.001395,0.000505,0.010169,0.011206,0.016156,0.011783,-0.003422,0.016137,0.007449,0.032209,0.013321,0.025919,0.008319,0.104294,0.059716,0.131101,0.003557,-0.017027,0.029820,0.010134,0.011957,-0.002570,0.021822,0.022121,0.006604,0.009395
2025-09-16 03:55 CT,-0.003998,0.002405,0.059192,0.002250,-0.002277,0.012048,0.015935,-0.020048,-0.016681,0.014861,0.038331,-0.002261,0.004638,-0.011277,-0.000289,0.007313,0.004000,0.001239,0.011261,-0.049670,0.008948,0.010527,0.015600,0.075299,0.004417,0.001010,0.010169,0.013040,0.015496,0.017783,-0.002139,0.016618,0.009311,0.033742,0.014906,0.023274,0.011647,0.102761,0.060564,0.123297,0.003706,-0.016518,0.032594,0.010134,0.015733,-0.001758,0.020941,0.024073,0.005433,0.011846
2025-09-16 04:00 CT,-0.003919,0.002838,0.056398,0.002462,-0.002687,0.010733,0.015801,-0.011227,-0.019321,0.015743,0.035278,0.000905,0.005566,-0.013096,0.000000,0.008317,0.002667,-0.016338,0.011145,-0.050712,0.009374,0.011046,0.015689,0.083665,0.003952,0.001179,0.012429,0.013244,0.014837,0.018001,-0.001283,0.017100,0.009311,0.033742,0.014906,0.025126,0.011231,0.110429,0.069050,0.126561,0.003595,-0.021093,0.031207,0.009367,-0.008811,-0.001894,0.019571,0.015615,0.003934,0.011438
2025-09-16 04:05 CT,-0.004007,0.002366,0.066644,0.001910,-0.003135,0.009832,0.015700,-0.011138,-0.015601,0.014206,0.034600,-0.001357,0.006494,-0.012004,0.000000,0.007600,0.002000,-0.019831,0.010100,-0.049323,0.009374,0.011138,0.015246,0.082072,0.004765,0.001448,0.012429,0.012225,0.014177,0.013528,-0.001711,0.016859,0.009311,0.029908,0.013321,0.025655,0.010815,0.121166,0.076050,0.118473,0.003332,-0.021093,0.025659,0.007749,-0.013845,-0.003382,0.020452,0.012362,0.003747,0.011029
2025-09-16 04:10 CT,-0.004342,0.002002,0.059954,0.000849,-0.004591,0.008962,0.015031,-0.015237,-0.019441,0.012498,0.034600,-0.002714,0.002783,-0.010186,-0.000289,0.007169,0.000667,-0.020282,0.010332,-0.060438,0.008948,0.009795,0.015600,0.082072,0.002441,0.000909,0.012429,0.011410,0.013188,0.013965,-0.002994,0.016618,0.009311,0.027607,0.012686,0.025655,0.010815,0.134969,0.069792,0.117480,0.003904,-0.028208,0.029820,0.006472,-0.015733,-0.004869,0.019278,0.009759,0.003372,0.011029
2025-09-16 04:15 CT,-0.003826,0.002588,0.061140,0.002292,-0.002948,0.009267,0.016437,-0.013455,-0.019081,0.014491,0.036635,0.000000,0.004638,-0.009094,0.000289,0.008890,0.001333,-0.018366,0.011609,-0.062174,0.009800,0.014677,0.016221,0.072112,0.000232,0.002694,0.014689,0.013855,0.015167,0.016692,0.000000,0.019027,0.011173,0.029141,0.014906,0.028299,0.012479,0.147239,0.063640,0.119679,0.003815,-0.006353,0.032594,0.009623,-0.021397,-0.003246,0.022214,0.009109,0.005011,0.011846
2025-09-16 04:20 CT,-0.004230,0.002458,0.044119,0.001698,-0.004292,0.009267,0.015935,-0.015593,-0.024241,0.015658,0.038331,0.000000,0.002783,-0.008730,0.000579,0.010611,0.000000,-0.020620,0.011029,-0.061827,0.009800,0.012724,0.017461,0.066534,-0.002092,0.002661,0.012429,0.012836,0.014507,0.016474,-0.000428,0.018786,0.011173,0.027991,0.015541,0.030415,0.012063,0.148773,0.062261,0.114004,0.004454,-0.015248,0.029820,0.010347,-0.016992,-0.003787,0.024366,0.005856,0.006650,0.011438
2025-09-16 04:25 CT,-0.005018,0.001896,0.046321,0.000637,-0.007576,0.008865,0.013826,-0.024325,-0.026761,0.013750,0.037653,-0.000905,0.000928,-0.009458,0.000000,0.006739,-0.003333,-0.022197,0.008823,-0.073637,0.008522,0.008208,0.016841,0.056175,-0.005346,0.001448,0.012429,0.011410,0.011540,0.014510,-0.003422,0.018545,0.009311,0.026840,0.011418,0.029886,0.009567,0.127301,0.063428,0.115778,0.003983,-0.020076,0.027739,0.008260,-0.024544,-0.006087,0.023681,0.003904,0.004730,0.009804
2025-09-16 04:30 CT,-0.005285,0.001494,0.030231,-0.000552,-0.008024,0.008560,0.014127,-0.057293,-0.030001,0.013295,0.035957,-0.009046,-0.000928,-0.011641,-0.000868,0.005162,-0.003333,-0.030310,0.008126,-0.077805,0.006817,0.006530,0.015955,0.045817,-0.011971,0.000438,0.009040,0.009169,0.008572,0.012765,-0.007271,0.016137,0.005587,0.026457,0.010466,0.031209,0.007072,0.119632,0.057807,0.125993,0.003774,-0.022109,0.022191,0.007153,-0.015733,-0.008116,0.018299,0.000651,0.003185,0.008578
2025-09-16 04:35 CT,-0.004828,0.001767,0.024473,-0.000297,-0.006531,0.008419,0.014462,-0.106121,-0.028201,0.015629,0.047490,-0.006784,0.000000,-0.009458,0.000000,0.008603,-0.001333,-0.061070,0.010100,-0.082320,0.009800,0.009856,0.018171,0.040637,-0.013715,0.002694,0.012429,0.011206,0.012529,0.015056,-0.005988,0.020713,0.009311,0.029908,0.014272,0.035176,0.010399,0.131902,0.055685,0.132449,0.003728,-0.023380,0.031207,0.010943,-0.018250,-0.004734,0.021626,0.009759,0.004215,0.009804
2025-09-16 04:40 CT,-0.005168,0.001237,0.024981,-0.002165,-0.008995,0.007811,0.012018,-0.114319,-0.027601,0.014975,0.042062,-0.010403,-0.000928,-0.011641,-0.000579,0.007313,-0.003333,-0.065577,0.009055,-0.081973,0.008948,0.008025,0.017284,0.042231,-0.016504,0.001010,0.011299,0.011410,0.009891,0.014510,-0.008554,0.019268,0.009311,0.026840,0.012052,0.033325,0.008735,0.119632,0.050276,0.178207,0.003465,-0.025667,0.030513,0.010943,-0.016992,-0.006357,0.019082,0.007807,0.002763,0.008170
2025-09-16 04:45 CT,-0.003537,0.001411,0.025404,-0.000637,-0.007128,0.008702,0.013826,-0.107280,-0.025441,0.016768,0.046133,-0.004975,0.000928,-0.010913,-0.000289,0.015343,-0.000667,-0.061746,0.010100,-0.078499,0.011930,0.010466,0.019057,0.049801,-0.014761,0.003772,0.013559,0.014262,0.012859,0.018329,-0.005560,0.023844,0.011173,0.027607,0.016175,0.035705,0.011231,0.121166,0.049533,0.154725,0.003517,-0.026938,0.037448,0.013455,-0.014475,-0.004058,0.022116,0.014314,0.004028,0.009395
2025-09-16 04:50 CT,-0.004133,0.000742,0.013888,-0.002802,-0.009480,0.008311,0.012587,-0.108527,-0.030481,0.013551,0.038331,-0.005880,0.000000,-0.013459,-0.001157,0.012475,0.000000,-0.065577,0.008358,-0.077805,0.009800,0.007384,0.018171,0.047809,-0.017201,0.001347,0.013559,0.011410,0.009891,0.014619,-0.007271,0.020472,0.013035,0.025690,0.014272,0.030680,0.009151,0.130368,0.045927,0.191757,0.003825,-0.028971,0.032594,0.009708,-0.027061,-0.006087,0.018691,0.011711,0.003840,0.008170
2025-09-16 04:55 CT,-0.004066,0.000832,0.006436,-0.001104,-0.007763,0.008984,0.014160,-0.106389,-0.027721,0.015601,0.039349,-0.004523,0.001855,-0.011641,-0.001157,0.010611,0.000667,-0.069972,0.009752,-0.077805,0.010652,0.009520,0.019234,0.047012,-0.018131,-0.000573,0.014689,0.013244,0.011210,0.017129,-0.005133,0.022158,0.014898,0.028374,0.014906,0.028564,0.009983,0.133436,0.049745,0.189699,0.003996,-0.031004,0.033981,0.011198,-0.032725,-0.004599,0.020844,0.014314,0.003091,0.009395
2025-09-16 05:00 CT,-0.003908,0.000951,-0.002625,-0.000891,-0.008584,0.009299,0.014361,-0.108884,-0.027241,0.014092,0.037653,-0.007689,0.000000,-0.016733,-0.001157,0.009320,-0.000667,-0.063549,0.011145,-0.073984,0.010226,0.009032,0.019234,0.048606,-0.017318,-0.002728,0.012429,0.012225,0.009232,0.017783,-0.006843,0.020713,0.013035,0.028758,0.013955,0.030944,0.009983,0.092025,0.051867,0.176717,0.003414,-0.030241,0.032594,0.011454,-0.118313,-0.006222,0.018984,0.015615,-0.001967,0.008987
2025-09-16 05:05 CT,-0.004384,0.000527,0.000423,-0.001868,-0.011383,0.008398,0.013190,-0.087499,-0.020401,0.014007,0.041045,-0.006784,-0.001855,-0.020371,-0.001157,0.008030,-0.003333,-0.064338,0.010216,-0.073289,0.008522,0.007506,0.018702,0.054183,-0.019526,-0.005355,0.009040,0.008761,0.007254,0.014074,-0.008554,0.019509,0.011173,0.026840,0.013638,0.027770,0.007903,0.092025,0.052503,0.181044,0.003991,-0.028717,0.029126,0.009921,-0.161737,-0.008116,0.016929,0.014314,-0.003700,0.006944
2025-09-16 05:10 CT,-0.004289,0.000561,0.029384,-0.001953,-0.012727,0.008039,0.014027,-0.072441,-0.021841,0.014434,0.038670,-0.005880,-0.002783,-0.019280,-0.000868,0.008173,-0.002000,-0.053521,0.012073,-0.069121,0.008095,0.007445,0.018791,0.060956,-0.017085,-0.005927,0.009040,0.008150,0.006264,0.013746,-0.008127,0.017100,0.009311,0.026840,0.013955,0.030415,0.007903,0.092025,0.054306,0.145148,0.003752,-0.027954,0.029126,0.009921,-0.184393,-0.009063,0.017125,0.015615,-0.002904,0.007353
2025-09-16 05:15 CT,-0.004177,0.001255,0.049200,-0.001571,-0.010935,0.008289,0.014261,-0.094003,-0.022441,0.015145,0.037313,-0.003618,-0.001855,-0.017825,-0.000289,0.008603,-0.002000,-0.058366,0.013118,-0.070163,0.009374,0.010039,0.018614,0.052988,-0.011855,-0.005658,0.009040,0.009372,0.006594,0.014074,-0.006843,0.019509,0.011173,0.026840,0.013638,0.028299,0.008319,0.096626,0.052609,0.162599,0.003731,-0.028208,0.032594,0.012220,-0.174323,-0.007575,0.019474,0.017567,-0.002670,0.007761
2025-09-16 05:20 CT,-0.004166,0.001175,0.049962,0.000085,-0.010861,0.007920,0.015433,-0.105587,-0.022201,0.016540,0.042062,-0.001809,-0.000928,-0.016370,-0.000579,0.008317,-0.002000,-0.062873,0.013815,-0.070511,0.010226,0.011138,0.019411,0.052191,-0.010809,-0.004984,0.010169,0.009984,0.007913,0.015819,-0.005988,0.021195,0.009311,0.026840,0.013955,0.031473,0.009983,0.090491,0.054731,0.156640,0.003731,-0.030750,0.031900,0.013540,-0.191315,-0.007304,0.020746,0.014964,-0.005807,0.008170
2025-09-16 05:25 CT,-0.004490,0.001125,0.046151,0.000000,-0.012876,0.007387,0.015332,-0.124744,-0.017761,0.014975,0.040706,-0.003618,-0.003711,-0.017097,-0.000289,0.007169,-0.002000,-0.064676,0.013002,-0.071205,0.007669,0.010131,0.018880,0.046614,-0.009995,-0.007005,0.009040,0.008354,0.006264,0.013637,-0.007271,0.019268,0.007449,0.025307,0.012052,0.029886,0.008319,0.090491,0.052503,0.139047,0.003991,-0.032274,0.029126,0.012177,-0.214600,-0.009063,0.019767,0.013012,-0.005667,0.006536
2025-09-16 05:30 CT,-0.005075,0.000951,0.053857,-0.000340,-0.013921,0.006594,0.014294,-0.133832,-0.019441,0.016398,0.040366,-0.004071,-0.002783,-0.017461,-0.000289,0.007456,-0.002000,-0.063775,0.011493,-0.076068,0.007243,0.010131,0.017727,0.047012,-0.011274,-0.007780,0.009040,0.007742,0.005275,0.012328,-0.007271,0.017582,0.005587,0.025690,0.011418,0.028828,0.008319,0.076687,0.049321,0.147347,0.004137,-0.026938,0.027739,0.011667,-0.216488,-0.009198,0.022214,0.010410,-0.006604,0.006127
2025-09-16 05:35 CT,-0.004945,0.000769,0.065120,0.000297,-0.013772,0.005997,0.014763,-0.139980,-0.019801,0.016967,0.042062,-0.002261,-0.001855,-0.021099,-0.000289,0.006309,-0.003333,-0.071887,0.011725,-0.073984,0.006817,0.012602,0.016132,0.043028,-0.010344,-0.007477,0.009040,0.006724,0.004946,0.012546,-0.007271,0.018545,0.007449,0.026840,0.010466,0.025919,0.007903,0.082822,0.048791,0.151532,0.003964,-0.025667,0.024965,0.012816,-0.223411,-0.010009,0.022409,0.009759,-0.007493,0.004902
2025-09-16 05:40 CT,-0.006199,0.000468,0.078415,0.000170,-0.013809,0.005758,0.014495,-0.132674,-0.024601,0.016199,0.041045,-0.000905,-0.001855,-0.016733,0.000000,0.007600,-0.003333,-0.096789,0.011029,-0.075373,0.005113,0.010192,0.015246,0.043825,-0.011506,-0.007645,0.009040,0.006112,0.003297,0.011346,-0.007271,0.016859,0.005587,0.026074,0.008880,0.025390,0.007488,0.072086,0.053988,0.150184,0.003972,-0.027192,0.023578,0.011454,-0.229704,-0.011227,0.018984,0.007807,-0.007728,0.004493
2025-09-16 05:45 CT,-0.005199,0.000412,0.074519,0.000509,-0.012839,0.006540,0.013859,-0.134189,-0.022201,0.016142,0.038670,0.000905,0.000928,-0.016006,0.000289,0.010898,-0.000667,-0.103211,0.010796,-0.075373,0.006817,0.012022,0.015955,0.037450,-0.012204,-0.007645,0.009040,0.007131,0.003627,0.012874,-0.006416,0.017823,0.007449,0.025307,0.010466,0.027506,0.008735,0.084356,0.046882,0.153802,0.004129,-0.023888,0.025659,0.012518,-0.230334,-0.011633,0.016440,0.011061,-0.007119,0.005310
2025-09-16 05:50 CT,-0.005543,0.000271,0.111440,-0.000212,-0.013809,0.006496,0.010947,-0.136060,-0.029641,0.015914,0.039688,-0.000905,0.000000,-0.016733,0.000579,0.011615,-0.002000,-0.109634,0.009403,-0.079194,0.005539,0.011260,0.014536,0.039044,-0.015574,-0.007544,0.007910,0.005909,0.003297,0.012219,-0.008127,0.016618,0.007449,0.024540,0.009515,0.025390,0.008319,0.088957,0.044230,0.148978,0.004048,-0.021601,0.025659,0.010219,-0.255507,-0.011903,0.016244,0.010410,-0.006088,0.004902
2025-09-16 05:55 CT,-0.006835,-0.000076,0.120247,-0.001358,-0.015862,0.005410,0.011650,-0.134100,-0.031321,0.015886,0.040366,-0.004975,-0.001855,-0.019280,-0.000868,0.006453,-0.004000,-0.107944,0.008358,-0.080931,0.004261,0.009886,0.012675,0.044223,-0.019293,-0.008588,0.007910,0.004279,0.000330,0.010910,-0.009410,0.015414,0.005587,0.023773,0.007612,0.025655,0.006656,0.087423,0.045291,0.151958,0.003869,-0.022363,0.022191,0.008473,-0.249843,-0.012985,0.015755,0.008458,-0.006135,0.004085
2025-09-16 06:00 CT,-0.007020,-0.000878,0.090694,-0.002207,-0.014220,0.005019,0.012219,-0.125189,-0.032401,0.015003,0.036974,-0.002261,-0.001855,-0.019280,-0.000579,0.006596,-0.002000,-0.113352,0.007778,-0.079889,0.004261,0.009337,0.012321,0.068127,-0.019874,-0.009295,0.009040,0.004482,0.001319,0.010801,-0.005988,0.015414,0.003724,0.022623,0.006660,0.025126,0.006656,0.082822,0.050276,0.153661,0.003899,-0.022872,0.022885,0.007749,-0.234110,-0.014608,0.017027,0.006506,-0.003700,0.003676
2025-09-16 06:05 CT,-0.007440,-0.000773,0.101025,-0.000934,-0.013772,0.005443,0.013457,-0.123496,-0.037081,0.014747,0.035617,-0.004523,-0.000928,-0.018188,-0.000579,0.005449,-0.002000,-0.110535,0.008126,-0.079889,0.003409,0.008300,0.011700,0.063347,-0.027429,-0.009261,0.009040,0.004075,0.001319,0.009164,-0.005560,0.013728,0.005587,0.022623,0.007929,0.025655,0.006656,0.085890,0.042957,0.162741,0.003731,-0.023634,0.024272,0.008005,-0.239773,-0.014744,0.017810,0.003904,-0.004028,0.003676
2025-09-16 06:10 CT,-0.007219,-0.001187,0.110848,-0.000849,-0.013697,0.006268,0.013390,-0.114319,-0.035881,0.013352,0.032225,-0.001357,-0.000928,-0.019644,-0.000868,0.006453,-0.001333,-0.109296,0.007546,-0.076763,0.002130,0.007720,0.011523,0.059761,-0.027197,-0.009362,0.007910,0.003464,0.001319,0.008837,-0.006416,0.011802,0.003724,0.021856,0.008246,0.025390,0.006240,0.088957,0.048685,0.166501,0.003790,-0.017027,0.023578,0.006940,-0.232222,-0.015014,0.017516,0.003904,-0.003325,0.002042
2025-09-16 06:15 CT,-0.007053,-0.001151,0.138877,-0.001146,-0.012801,0.006475,0.013725,-0.107280,-0.038282,0.012299,0.034261,0.000452,-0.001855,-0.021826,-0.000579,0.005449,-0.002667,-0.105465,0.008242,-0.078847,0.002556,0.007567,0.011168,0.056175,-0.030102,-0.009834,0.006780,0.003667,0.000659,0.009055,-0.007271,0.011320,0.003724,0.021472,0.007612,0.025655,0.004992,0.087423,0.052503,0.162032,0.003722,-0.016773,0.023578,0.006429,-0.221523,-0.014608,0.015951,0.004554,-0.005433,0.001225
2025-09-16 06:20 CT,-0.006415,-0.000499,0.101533,0.000000,-0.010450,0.006887,0.014328,-0.103716,-0.026881,0.014092,0.036974,0.000905,0.000000,-0.020371,0.000579,0.011184,0.000000,-0.101070,0.009752,-0.075373,0.003835,0.010741,0.012764,0.050598,-0.032892,-0.007611,0.007910,0.006316,0.004286,0.012110,-0.005988,0.013728,0.005587,0.024156,0.010783,0.027241,0.007488,0.098160,0.057382,0.169339,0.003525,-0.016773,0.026352,0.007877,-0.193203,-0.012715,0.017027,0.007157,-0.005339,0.003676
2025-09-16 06:25 CT,-0.006343,-0.000455,0.119485,-0.000127,-0.010301,0.007018,0.013893,-0.108616,-0.028441,0.014889,0.036635,-0.000452,0.000000,-0.019280,0.000868,0.008460,-0.000667,-0.098254,0.010448,-0.077110,0.005113,0.011229,0.013561,0.059761,-0.035914,-0.007173,0.007910,0.005705,0.002967,0.012328,-0.005560,0.013728,0.005587,0.025690,0.011418,0.026448,0.008319,0.099693,0.062049,0.167707,0.003571,-0.016264,0.026352,0.007707,-0.203902,-0.012444,0.016734,0.007807,-0.004777,0.004085
2025-09-16 06:30 CT,-0.006272,0.000315,0.117453,0.000000,-0.010450,0.007811,0.014529,-0.117081,-0.032881,0.016740,0.036296,-0.000905,0.001855,-0.019644,0.000868,0.011615,-0.001333,-0.100845,0.010100,-0.078152,0.007669,0.010863,0.014182,0.059363,-0.039284,-0.006331,0.007910,0.004075,0.005935,0.012437,-0.005560,0.014210,0.009311,0.026457,0.010783,0.026448,0.008735,0.102761,0.067034,0.173808,0.003311,-0.016518,0.024965,0.008047,-0.216488,-0.011497,0.020159,0.010410,-0.006042,0.004085
2025-09-16 06:35 CT,-0.005702,-0.000053,0.133119,0.001061,-0.010114,0.007811,0.014462,-0.100241,-0.035521,0.016825,0.035957,-0.001809,0.000000,-0.020371,0.000868,0.009751,0.000000,-0.096901,0.010680,-0.076763,0.008095,0.011443,0.014714,0.066534,-0.035449,-0.006702,0.009040,0.004686,0.005935,0.012655,-0.005560,0.015655,0.009311,0.026457,0.011101,0.026448,0.008735,0.101227,0.074989,0.171325,0.004069,-0.014740,0.027046,0.008218,-0.199497,-0.011227,0.021333,0.010410,-0.005199,0.004085
2025-09-16 06:40 CT,-0.006411,-0.000301,0.126937,0.000170,-0.011122,0.007583,0.014462,-0.105052,-0.032401,0.016854,0.033582,0.000000,0.000928,-0.018916,0.000868,0.011901,0.001333,-0.094535,0.009868,-0.078847,0.007243,0.011717,0.014625,0.065737,-0.032775,-0.005793,0.009040,0.004890,0.005935,0.012983,-0.005133,0.014451,0.009311,0.028758,0.010466,0.025655,0.008735,0.096626,0.080823,0.169764,0.004226,-0.016773,0.027046,0.007366,-0.182505,-0.011497,0.020941,0.011061,-0.005667,0.004085
2025-09-16 06:45 CT,-0.006888,-0.000427,0.119146,-0.000679,-0.013473,0.007615,0.013792,-0.108527,-0.032881,0.015857,0.033582,-0.003166,-0.000928,-0.022554,0.000868,0.008890,-0.001333,-0.096451,0.008939,-0.078499,0.005113,0.010009,0.013473,0.058167,-0.031381,-0.007207,0.006780,0.003056,0.005275,0.012328,-0.006416,0.013728,0.007449,0.027991,0.008563,0.025126,0.008319,0.087423,0.083369,0.173241,0.004259,-0.018551,0.026352,0.006515,-0.200126,-0.013526,0.020354,0.007807,-0.007634,0.003676
2025-09-16 06:50 CT,-0.006137,-0.000538,0.127699,-0.000509,-0.011532,0.008191,0.014596,-0.102290,-0.023041,0.017765,0.030529,-0.000452,-0.000928,-0.021099,0.001157,0.010324,0.000667,-0.097915,0.010332,-0.073984,0.005965,0.010985,0.013384,0.061355,-0.031265,-0.007005,0.006780,0.004075,0.007254,0.011128,-0.005988,0.015655,0.009311,0.030291,0.010783,0.024861,0.008735,0.092025,0.086020,0.178987,0.004766,-0.018297,0.028433,0.007920,-0.197609,-0.012038,0.022507,0.014964,-0.004964,0.003676
2025-09-16 06:55 CT,-0.006281,-0.000810,0.121687,-0.000849,-0.012503,0.007572,0.013960,-0.103181,-0.028081,0.017081,0.032564,-0.000905,-0.001855,-0.024372,0.000868,0.009320,0.001333,-0.101070,0.010100,-0.075026,0.006391,0.010832,0.013473,0.060558,-0.027080,-0.007207,0.007910,0.002649,0.006924,0.012874,-0.005988,0.013728,0.007449,0.033742,0.009515,0.022216,0.009567,0.088957,0.082520,0.174589,0.004817,-0.018551,0.026352,0.006685,-0.207048,-0.012174,0.020061,0.013663,-0.003934,0.003268
2025-09-16 07:00 CT,-0.006649,-0.000814,0.123550,-0.001571,-0.014593,0.007268,0.012955,-0.113428,-0.026881,0.017508,0.028494,-0.005880,-0.003711,-0.028010,0.000868,0.007456,-0.001333,-0.107831,0.008939,-0.079194,0.005113,0.008422,0.013650,0.047012,-0.036727,-0.007982,0.005650,0.000815,0.005275,0.012328,-0.008127,0.012524,0.005587,0.032209,0.008880,0.021158,0.008319,0.087423,0.086232,0.177923,0.004489,-0.023634,0.024965,0.004811,-0.218376,-0.013256,0.018495,0.014314,-0.005714,0.002859
2025-09-16 07:05 CT,-0.005744,-0.000048,0.163943,0.000425,-0.010786,0.007702,0.013893,-0.107725,-0.020761,0.020668,0.029851,-0.002261,0.000000,-0.026919,0.000868,0.010754,0.000667,-0.105239,0.010216,-0.070858,0.008095,0.015745,0.014714,0.056972,-0.032194,-0.005557,0.009040,0.003260,0.009561,0.016147,-0.005560,0.016378,0.018622,0.030675,0.012052,0.023010,0.010815,0.087423,0.093127,0.195516,0.004570,-0.022872,0.033981,0.006983,-0.208936,-0.011768,0.019376,0.024723,-0.006042,0.004493
2025-09-16 07:10 CT,-0.006318,-0.000110,0.182911,-0.000127,-0.011532,0.007409,0.014227,-0.106389,-0.018241,0.020128,0.031886,-0.002714,-0.000928,-0.028374,0.000868,0.010181,-0.001333,-0.103662,0.009403,-0.071205,0.006817,0.013121,0.014005,0.069323,-0.037192,-0.006668,0.007910,0.001426,0.008572,0.014183,-0.006843,0.015173,0.016760,0.030291,0.011101,0.023274,0.010815,0.087423,0.093657,0.194240,0.004099,-0.023888,0.027739,0.006004,-0.213971,-0.013121,0.017419,0.025374,-0.006088,0.004493
2025-09-16 07:15 CT,-0.005512,0.000444,0.170971,0.001316,-0.008360,0.008191,0.015868,-0.108260,-0.016561,0.022405,0.034261,0.000000,0.000928,-0.025828,0.001446,0.014482,0.006000,-0.085296,0.010912,-0.065648,0.009374,0.015684,0.015600,0.070916,-0.033357,-0.005658,0.011299,0.005909,0.010880,0.016692,-0.003849,0.016618,0.027933,0.034893,0.014272,0.029093,0.012895,0.096626,0.100127,0.184166,0.004305,-0.012961,0.031900,0.009367,-0.215230,-0.011362,0.020746,0.018868,-0.003606,0.005719
2025-09-16 07:20 CT,-0.007003,-0.000538,0.169532,-0.001189,-0.011644,0.007279,0.014395,-0.107280,-0.023521,0.018220,0.032225,-0.005880,-0.000928,-0.027646,0.000579,0.009751,0.012000,-0.095437,0.009287,-0.067732,0.005965,0.010009,0.013650,0.079681,-0.033938,-0.007914,0.007910,0.002649,0.008243,0.013419,-0.006843,0.013969,0.026071,0.032209,0.010783,0.026184,0.010815,0.095092,0.097051,0.183598,0.003964,-0.016010,0.025659,0.007664,-0.223411,-0.014608,0.018006,0.013012,-0.003747,0.004085
2025-09-16 07:25 CT,-0.007144,-0.000465,0.175967,-0.001783,-0.011010,0.006735,0.015198,-0.112626,-0.023761,0.019188,0.031208,-0.006332,0.000000,-0.027646,0.001446,0.009320,0.013333,-0.092958,0.009403,-0.068079,0.006391,0.009154,0.013650,0.075697,-0.033938,-0.007274,0.007910,0.002649,0.008243,0.013637,-0.006416,0.013969,0.033520,0.030675,0.011101,0.029886,0.011231,0.090491,0.098324,0.180619,0.003555,-0.015248,0.022885,0.009538,-0.213971,-0.016232,0.018104,0.013012,-0.003606,0.004085
2025-09-16 07:30 CT,-0.006446,0.000121,0.202727,-0.001231,-0.006457,0.007333,0.014830,-0.118418,-0.029761,0.020128,0.030529,-0.015830,0.000928,-0.028010,0.001157,0.008317,0.017333,-0.090028,0.010680,-0.066342,0.007243,0.012389,0.014271,0.081673,-0.030451,-0.006298,0.010169,0.005094,0.009232,0.014619,-0.004705,0.014933,0.042831,0.030291,0.012052,0.030415,0.012479,0.079755,0.102779,0.180477,0.003227,-0.011690,0.025659,0.013668,-0.202014,-0.016367,0.019278,0.014964,-0.004262,0.004493
2025-09-16 07:35 CT,-0.006513,0.000211,0.195952,-0.001316,-0.008099,0.007311,0.015935,-0.124744,-0.030961,0.019103,0.031547,-0.014021,0.001855,-0.027646,0.000868,0.006883,0.022000,-0.085972,0.010796,-0.069816,0.005539,0.014525,0.013473,0.095618,-0.033124,-0.006567,0.010169,0.003667,0.010221,0.011892,-0.003422,0.014933,0.018622,0.029525,0.011418,0.030415,0.013727,0.085890,0.105218,0.182463,0.002731,-0.010928,0.024272,0.011156,-0.195091,-0.016367,0.017321,0.016265,-0.003372,0.004085
